ticket_id,timestamp,canal,categoria_cliente,intencao,tamanho_msg,tempo_resposta_seg,satisfacao
1305,2024-01-23 15:55:00,Web,Free,Elogio,82,108.0297630607878,5.0
1306,2024-01-24 11:48:00,App iOS,Free,Dúvida Produto,65,106.02939919761843,4.0
1307,2024-01-13 23:51:00,App Android,Premium,Dúvida Produto,18,16.097728013744483,4.0
1308,2024-01-03 09:00:00,App Android,Free,Reclamação,56,91.76244727695556,4.0
1309,2024-01-22 16:16:00,App iOS,Free,Dúvida Produto,80,73.81777400308258,5.0
1310,2024-01-01 05:01:00,Web,Standard,Dúvida Produto,171,35.19146970206365,5.0
1311,2024-01-01 11:39:00,Web,Premium,Suporte Técnico,299,43.574676100143805,4.0
1312,2024-01-01 03:10:00,App iOS,Free,Financeiro,52,69.5149502642052,
1313,2024-01-08 06:52:00,WhatsApp,Standard,Reclamação,104,32.18687836707895,4.0
1314,2024-01-25 19:43:00,WhatsApp,Standard,Reclamação,130,33.91694325311871,4.0
1315,2024-01-05 05:42:00,WhatsApp,Premium,Reclamação,371,17.64634131622652,5.0
1316,2024-01-14 17:38:00,WhatsApp,Standard,Suporte Técnico,63,73.87515571309169,5.0
1317,2024-01-19 12:01:00,WhatsApp,Free,Dúvida Produto,50,74.56378366536941,4.0
1318,2024-01-25 00:24:00,WhatsApp,Free,Financeiro,72,80.9619087624472,4.0
1319,2024-01-23 17:45:00,WhatsApp,Standard,Elogio,50,23.95650084926423,5.0
1320,2024-01-17 00:53:00,WhatsApp,Free,Dúvida Produto,145,89.08090802793032,5.0
1321,2024-01-01 09:29:00,App Android,Free,Suporte Técnico,175,213.89015715440894,4.0
1322,2024-01-27 12:50:00,Web,Free,Dúvida Produto,110,128.61065557383674,4.0
1323,2024-01-25 01:43:00,WhatsApp,Standard,Dúvida Produto,105,35.36806285462879,5.0
1324,2024-01-26 10:31:00,App iOS,Standard,Suporte Técnico,219,89.54322100333646,5.0
1325,2024-01-06 04:15:00,WhatsApp,Free,Reclamação,80,98.48434483489912,5.0
1326,2024-01-03 18:54:00,App Android,Free,Reclamação,156,83.38828235996668,5.0
1327,2024-01-08 16:53:00,App iOS,Premium,Financeiro,79,14.173830123545779,5.0
1328,2024-01-13 13:10:00,WhatsApp,Premium,Financeiro,38,14.448392100550137,5.0
1329,2024-01-25 20:17:00,Web,Standard,Reclamação,197,31.129399636206802,5.0
1330,2024-01-12 11:38:00,App Android,Free,Elogio,115,97.00505658402207,4.0
1331,2024-01-08 10:49:00,App Android,Free,Dúvida Produto,185,90.01275529824939,4.0
1332,2024-01-24 17:37:00,Web,Standard,Elogio,124,28.2564091359412,5.0
1333,2024-01-01 13:04:00,App iOS,Premium,Dúvida Produto,134,13.217653108536046,5.0
1334,2024-01-20 06:31:00,WhatsApp,Free,Reclamação,51,64.93232235990143,5.0
1335,2024-01-29 09:04:00,App Android,Free,Financeiro,132,113.10082497083972,5.0
1336,2024-01-29 00:08:00,WhatsApp,Standard,Financeiro,217,43.233177409592486,4.0
1337,2024-01-09 16:53:00,App Android,Free,Elogio,88,111.58806205670851,3.0
1338,2024-01-28 20:31:00,App iOS,Free,Financeiro,60,67.33681873324656,4.0
1339,2024-01-28 18:14:00,App iOS,Standard,Reclamação,160,34.72209941784535,5.0
1340,2024-01-05 00:41:00,Web,Free,Elogio,35,108.4279734291747,4.0
1341,2024-01-14 07:50:00,WhatsApp,Standard,Dúvida Produto,236,27.579373808271853,4.0
1342,2024-01-27 21:54:00,WhatsApp,Free,Financeiro,79,98.80069031350251,5.0
1343,2024-01-21 13:12:00,WhatsApp,Free,Suporte Técnico,157,204.4663635364821,3.0
1344,2024-01-08 09:27:00,WhatsApp,Free,Financeiro,116,117.52072190664732,4.0
1345,2024-01-07 01:16:00,App iOS,Free,Dúvida Produto,198,96.57667659987565,4.0
1346,2024-01-17 05:15:00,WhatsApp,Standard,Elogio,205,24.49706705177371,5.0
1347,2024-01-16 06:49:00,WhatsApp,Free,Dúvida Produto,107,102.05654576416809,4.0
1348,2024-01-17 22:16:00,App Android,Free,Suporte Técnico,264,272.64513030706115,
1349,2024-01-04 07:40:00,App Android,Premium,Reclamação,33,15.594394953407626,5.0
1350,2024-01-02 15:28:00,App Android,Free,Financeiro,130,98.62995045137883,
1351,2024-01-09 08:39:00,App Android,Free,Elogio,220,88.74443827388164,4.0
1352,2024-01-05 14:55:00,WhatsApp,Standard,Reclamação,134,23.1943172811226,5.0
1353,2024-01-29 10:21:00,WhatsApp,Free,Dúvida Produto,60,87.26879234843086,5.0
1354,2024-01-04 02:55:00,App iOS,Free,Elogio,109,99.41471339334404,5.0
1355,2024-01-08 13:33:00,App iOS,Standard,Reclamação,64,29.23183879210057,5.0
1356,2024-01-18 17:47:00,WhatsApp,Free,Elogio,62,104.41377768131264,4.0
1357,2024-01-16 13:06:00,App Android,Premium,Suporte Técnico,113,34.55863829101812,5.0
1358,2024-01-10 07:23:00,WhatsApp,Standard,Suporte Técnico,13,70.10113758823759,5.0
1359,2024-01-23 06:57:00,WhatsApp,Premium,Financeiro,81,17.493359993981713,5.0
1360,2024-01-10 02:41:00,Web,Free,Financeiro,106,93.99334530245481,4.0
1361,2024-01-08 14:46:00,Web,Free,Suporte Técnico,101,206.47252884799838,3.0
1362,2024-01-24 08:21:00,Web,Premium,Elogio,54,18.101416128025875,4.0
1363,2024-01-20 15:52:00,WhatsApp,Standard,Suporte Técnico,133,64.66896423074208,5.0
1364,2024-01-16 17:57:00,App Android,Free,Financeiro,97,76.91491873768771,5.0
1365,2024-01-22 17:29:00,WhatsApp,Premium,Suporte Técnico,316,16.279133917019443,4.0
1366,2024-01-22 13:04:00,WhatsApp,Free,Suporte Técnico,138,200.07141531401487,4.0
1367,2024-01-30 15:15:00,App Android,Free,Elogio,65,113.55690022060108,4.0
1368,2024-01-04 07:37:00,App Android,Free,Reclamação,158,52.6987316488961,5.0
1369,2024-01-21 15:49:00,App Android,Free,Financeiro,26,72.86543747587409,5.0
1370,2024-01-11 15:38:00,App Android,Standard,Elogio,101,32.63441133534102,5.0
1371,2024-01-02 17:31:00,App iOS,Free,Suporte Técnico,115,123.98099517482726,4.0
1372,2024-01-19 21:56:00,Web,Free,Suporte Técnico,102,202.0185623920606,3.0
1373,2024-01-11 03:19:00,WhatsApp,Free,Reclamação,52,110.53553788099343,5.0
1374,2024-01-14 13:08:00,Web,Premium,Financeiro,100,21.129077405546965,5.0
1375,2024-01-03 02:51:00,WhatsApp,Free,Financeiro,40,95.22443818200658,
1376,2024-01-16 00:06:00,WhatsApp,Standard,Dúvida Produto,267,24.441197890553298,5.0
1377,2024-01-16 01:39:00,App iOS,Premium,Financeiro,100,12.119613784055153,5.0
1378,2024-01-01 14:36:00,Web,Premium,Reclamação,130,15.434723907992712,5.0
1379,2024-01-23 06:53:00,WhatsApp,Free,Dúvida Produto,31,95.05733978097177,4.0
1380,2024-01-03 21:02:00,WhatsApp,Free,Dúvida Produto,61,123.44271768104849,4.0
1381,2024-01-11 13:22:00,App iOS,Free,Suporte Técnico,140,268.6862183641741,3.0
1382,2024-01-28 14:14:00,WhatsApp,Free,Suporte Técnico,180,228.78479195498207,3.0
1383,2024-01-05 21:59:00,App Android,Premium,Financeiro,47,13.994378240221744,5.0
1384,2024-01-06 13:07:00,Web,Free,Dúvida Produto,130,144.26481076743977,4.0
1385,2024-01-28 11:27:00,Web,Premium,Suporte Técnico,72,42.19946099996922,5.0
1386,2024-01-21 02:20:00,Web,Free,Reclamação,24,77.9624691556042,4.0
1387,2024-01-26 20:33:00,App Android,Free,Suporte Técnico,60,214.89196843838351,
1388,2024-01-12 19:39:00,WhatsApp,Free,Suporte Técnico,184,185.51453669986049,3.0
1389,2024-01-13 13:17:00,App iOS,Free,Dúvida Produto,197,46.71810853469299,4.0
1390,2024-01-19 05:38:00,Web,Standard,Dúvida Produto,112,31.875905947243936,4.0
1391,2024-01-15 16:16:00,WhatsApp,Standard,Elogio,104,40.69472529934389,4.0
1392,2024-01-06 18:31:00,App Android,Free,Reclamação,71,60.649970359548526,4.0
1393,2024-01-12 22:54:00,App iOS,Standard,Dúvida Produto,16,30.331575575274105,5.0
1394,2024-01-10 18:58:00,App iOS,Standard,Financeiro,121,25.758571325174415,5.0
1395,2024-01-20 14:51:00,App Android,Standard,Reclamação,50,33.12901515341912,5.0
1396,2024-01-27 08:25:00,App Android,Free,Reclamação,216,86.89805717895781,4.0
1397,2024-01-19 00:25:00,App iOS,Standard,Dúvida Produto,38,21.83967207349439,5.0
1398,2024-01-18 13:56:00,App Android,Premium,Reclamação,190,12.056688858150792,5.0
1399,2024-01-23 08:57:00,App iOS,Free,Dúvida Produto,24,75.05459042428427,
1400,2024-01-06 18:28:00,App iOS,Free,Suporte Técnico,393,285.49431935942437,3.0
1401,2024-01-05 03:09:00,App iOS,Premium,Elogio,32,18.879777830790452,5.0
1402,2024-01-01 19:10:00,App iOS,Standard,Suporte Técnico,197,70.32978169330954,5.0
1403,2024-01-17 15:04:00,WhatsApp,Premium,Dúvida Produto,59,18.68341030035404,5.0
1404,2024-01-25 02:19:00,App Android,Standard,Dúvida Produto,139,28.960896963622954,5.0
1405,2024-01-07 09:24:00,App Android,Standard,Suporte Técnico,268,70.1000586232472,5.0
1406,2024-01-01 18:01:00,WhatsApp,Free,Financeiro,77,91.02812112992115,4.0
1407,2024-01-21 08:25:00,App Android,Free,Financeiro,371,95.12685501522546,5.0
1408,2024-01-12 17:36:00,WhatsApp,Free,Financeiro,273,80.00199372842997,4.0
1409,2024-01-06 10:05:00,WhatsApp,Standard,Dúvida Produto,29,30.131194453093336,5.0
1410,2024-01-04 15:17:00,App iOS,Free,Reclamação,93,104.17180510163742,4.0
1411,2024-01-14 22:16:00,WhatsApp,Standard,Dúvida Produto,79,30.77723783523628,5.0
1412,2024-01-03 07:43:00,App Android,Free,Reclamação,97,90.77009223823777,4.0
1413,2024-01-10 09:00:00,App Android,Free,Suporte Técnico,72,247.23810964263578,3.0
1414,2024-01-21 09:35:00,Web,Premium,Elogio,48,17.00011818257583,5.0
1415,2024-01-07 17:02:00,WhatsApp,Free,Reclamação,89,88.87291526496739,3.0
1416,2024-01-12 18:44:00,WhatsApp,Standard,Financeiro,136,27.154913657531107,4.0
1417,2024-01-06 15:30:00,App iOS,Free,Dúvida Produto,13,93.40565946253624,
1418,2024-01-14 13:31:00,App Android,Premium,Suporte Técnico,2535,25.545272026325257,5.0
1419,2024-01-02 03:59:00,App iOS,Premium,Financeiro,105,14.369034013488436,5.0
1420,2024-01-03 10:26:00,WhatsApp,Free,Suporte Técnico,239,113.77980412585826,4.0
1421,2024-01-10 05:24:00,App iOS,Standard,Elogio,68,19.945249299380997,4.0
1422,2024-01-06 00:53:00,Web,Free,Dúvida Produto,61,57.128654710499205,4.0
1423,2024-01-14 06:48:00,App iOS,Standard,Dúvida Produto,52,36.28411045471831,5.0
1424,2024-01-20 09:32:00,WhatsApp,Free,Elogio,131,90.25167268744785,5.0
1425,2024-01-07 13:15:00,App iOS,Free,Dúvida Produto,22,67.28311758210597,
1426,2024-01-10 05:36:00,Web,Free,Reclamação,54,98.83918878201642,5.0
1427,2024-01-22 03:25:00,App Android,Standard,Suporte Técnico,106,89.82981719049778,5.0
1428,2024-01-10 04:45:00,WhatsApp,Standard,Financeiro,29,33.05091333688424,5.0
1429,2024-01-21 05:24:00,App iOS,Premium,Elogio,99,14.43386961452224,5.0
1430,2024-01-21 18:19:00,App Android,Standard,Reclamação,212,31.394919710516202,5.0
1431,2024-01-25 11:27:00,WhatsApp,Free,Financeiro,195,106.22693759656917,4.0
1432,2024-01-21 07:02:00,App Android,Free,Financeiro,86,81.5535749220722,5.0
1433,2024-01-19 04:51:00,App iOS,Free,Elogio,175,90.53760461864086,5.0
1434,2024-01-26 20:20:00,WhatsApp,Free,Reclamação,128,85.37052519708423,3.0
1435,2024-01-19 12:06:00,WhatsApp,Free,Financeiro,106,60.95851465225526,5.0
1436,2024-01-27 20:09:00,App iOS,Free,Financeiro,142,106.49822725159743,5.0
1437,2024-01-17 00:09:00,WhatsApp,Standard,Reclamação,71,42.34363118996406,4.0
1438,2024-01-10 18:29:00,Web,Free,Dúvida Produto,76,74.27169681765858,5.0
1439,2024-01-23 15:00:00,WhatsApp,Free,Financeiro,125,107.32824422795338,4.0
1440,2024-01-23 02:43:00,App iOS,Free,Suporte Técnico,93,187.11027991072797,4.0
1441,2024-01-02 23:29:00,WhatsApp,Premium,Reclamação,191,15.398363445231194,
1442,2024-01-28 21:18:00,App Android,Standard,Financeiro,155,39.04807364273866,5.0
1443,2024-01-17 04:09:00,App Android,Standard,Elogio,155,26.877366087647335,5.0
1444,2024-01-25 11:37:00,App Android,Free,Suporte Técnico,134,224.3391113523657,4.0
1445,2024-01-07 19:43:00,App iOS,Free,Financeiro,106,57.57294606285462,5.0
1446,2024-01-30 03:35:00,WhatsApp,Standard,Suporte Técnico,152,65.03693484080652,5.0
1447,2024-01-07 15:00:00,App iOS,Free,Suporte Técnico,181,139.21774550996824,4.0
1448,2024-01-12 08:44:00,WhatsApp,Premium,Dúvida Produto,120,16.287534359624996,5.0
1449,2024-01-04 04:51:00,WhatsApp,Standard,Suporte Técnico,50,87.47456338427367,5.0
1450,2024-01-20 05:03:00,WhatsApp,Premium,Dúvida Produto,94,14.335095340287586,4.0
1451,2024-01-27 20:06:00,Web,Free,Reclamação,30,95.14596541062227,4.0
1452,2024-01-22 12:17:00,App iOS,Free,Dúvida Produto,207,84.13685180549194,5.0
1453,2024-01-21 06:08:00,App iOS,Standard,Elogio,153,34.44327219524662,5.0
1454,2024-01-18 16:31:00,Web,Free,Financeiro,50,92.33031483225358,4.0
1455,2024-01-16 18:07:00,WhatsApp,Standard,Reclamação,58,18.086019865178645,4.0
1456,2024-01-01 14:11:00,App Android,Free,Reclamação,213,106.91965472567077,4.0
1457,2024-01-13 13:11:00,Web,Free,Elogio,56,82.98822969750324,5.0
1458,2024-01-05 17:53:00,Web,Free,Dúvida Produto,28,67.13316951824872,5.0
1459,2024-01-09 06:58:00,WhatsApp,Premium,Financeiro,38,13.68319808296799,5.0
1460,2024-01-25 10:35:00,App iOS,Free,Dúvida Produto,75,55.762746326164084,4.0
1461,2024-01-19 03:44:00,App iOS,Free,Suporte Técnico,67,168.75498099424306,5.0
1462,2024-01-03 18:40:00,WhatsApp,Standard,Dúvida Produto,71,30.85769766069233,
1463,2024-01-04 12:12:00,WhatsApp,Free,Reclamação,148,94.0808103541302,5.0
1464,2024-01-25 15:46:00,App iOS,Standard,Financeiro,61,31.83863300553101,5.0
1465,2024-01-20 11:54:00,App iOS,Free,Dúvida Produto,123,90.05777761974296,5.0
1466,2024-01-27 11:55:00,WhatsApp,Premium,Financeiro,39,12.921404629583964,5.0
1467,2024-01-29 07:30:00,App Android,Free,Financeiro,200,89.01973548970983,4.0
1468,2024-01-23 10:40:00,WhatsApp,Free,Suporte Técnico,42,205.32566488734517,4.0
1469,2024-01-27 14:24:00,Web,Premium,Suporte Técnico,95,25.30663801443612,5.0
1470,2024-01-03 17:13:00,App Android,Standard,Reclamação,85,25.36551005393647,5.0
1471,2024-01-13 02:50:00,Web,Premium,Elogio,117,17.668623693507072,5.0
1472,2024-01-17 17:47:00,App iOS,Standard,Financeiro,157,39.52976491232967,4.0
1473,2024-01-15 10:04:00,WhatsApp,Standard,Elogio,68,33.90765026471213,4.0
1474,2024-01-15 05:31:00,WhatsApp,Free,Reclamação,160,117.78655969786345,4.0
1475,2024-01-27 17:34:00,App Android,Standard,Financeiro,191,30.51233166080975,5.0
1476,2024-01-03 08:13:00,Web,Standard,Financeiro,80,40.45425650821524,5.0
1477,2024-01-09 10:41:00,App Android,Free,Elogio,272,126.98079192591445,5.0
1478,2024-01-23 05:16:00,WhatsApp,Premium,Dúvida Produto,117,9.799591505891435,5.0
1479,2024-01-19 20:02:00,WhatsApp,Free,Suporte Técnico,73,234.96719882097747,4.0
1480,2024-01-25 04:50:00,WhatsApp,Free,Dúvida Produto,99,91.55574340357576,5.0
1481,2024-01-19 23:50:00,App iOS,Free,Elogio,272,82.36613131948621,5.0
1482,2024-01-20 01:52:00,WhatsApp,Free,Suporte Técnico,120,247.1361992168124,4.0
1483,2024-01-20 23:21:00,App Android,Free,Dúvida Produto,120,90.74025123555379,4.0
1484,2024-01-18 14:31:00,Web,Premium,Suporte Técnico,127,31.984133097059676,5.0
1485,2024-01-17 01:32:00,App Android,Premium,Financeiro,169,14.920184684889055,5.0
1486,2024-01-11 15:05:00,WhatsApp,Standard,Dúvida Produto,118,37.22756747621034,
1487,2024-01-07 19:37:00,App Android,Free,Suporte Técnico,139,233.21421435972042,4.0
1488,2024-01-08 19:41:00,App iOS,Premium,Suporte Técnico,98,42.202160611920995,5.0
1489,2024-01-01 06:57:00,App iOS,Free,Suporte Técnico,106,212.5326104874409,3.0
1490,2024-01-29 20:56:00,App Android,Free,Dúvida Produto,175,98.13715218272907,4.0
1491,2024-01-15 03:18:00,App iOS,Free,Reclamação,54,68.23413845130275,4.0
1492,2024-01-03 06:27:00,App iOS,Free,Dúvida Produto,94,81.00503101044373,5.0
1493,2024-01-12 22:49:00,WhatsApp,Premium,Elogio,77,14.691994174302216,5.0
1494,2024-01-17 16:52:00,WhatsApp,Free,Dúvida Produto,32,67.02595342872232,4.0
1495,2024-01-27 17:53:00,App Android,Free,Suporte Técnico,35,187.64024764984777,3.0
1496,2024-01-19 02:52:00,App iOS,Premium,Financeiro,94,15.939335305721675,4.0
1497,2024-01-08 20:58:00,App iOS,Premium,Dúvida Produto,180,15.389495748864096,5.0
1498,2024-01-01 06:52:00,Web,Free,Dúvida Produto,107,104.51457764383876,4.0
1499,2024-01-06 05:43:00,WhatsApp,Free,Suporte Técnico,62,197.9770041816676,4.0
1500,2024-01-29 00:35:00,WhatsApp,Free,Financeiro,220,91.03684006809435,4.0
1501,2024-01-24 06:16:00,App iOS,Free,Financeiro,71,77.9063866040911,5.0
1502,2024-01-17 08:28:00,Web,Free,Elogio,44,102.71031388396787,4.0
1503,2024-01-20 00:24:00,WhatsApp,Free,Dúvida Produto,275,111.43343008845446,4.0
1504,2024-01-27 21:56:00,Web,Standard,Financeiro,98,32.89994896351681,4.0
1505,2024-01-14 02:48:00,WhatsApp,Standard,Financeiro,251,36.3671656576595,5.0
1506,2024-01-25 19:35:00,Web,Standard,Reclamação,93,30.194999177327173,4.0
1507,2024-01-13 03:46:00,WhatsApp,Free,Reclamação,94,104.50068902991316,
1508,2024-01-15 05:03:00,App iOS,Free,Financeiro,31,91.35751936702428,5.0
1509,2024-01-13 11:15:00,WhatsApp,Free,Elogio,69,71.55129480145618,4.0
1510,2024-01-27 06:41:00,Web,Standard,Financeiro,128,31.48032833219164,5.0
1511,2024-01-04 13:04:00,WhatsApp,Free,Suporte Técnico,145,180.21164877942707,3.0
1512,2024-01-25 05:51:00,WhatsApp,Free,Dúvida Produto,103,132.10432112824037,5.0
1513,2024-01-17 02:30:00,WhatsApp,Free,Elogio,76,83.98641314204399,5.0
1514,2024-01-06 02:37:00,Web,Free,Suporte Técnico,95,254.02670349520488,3.0
1515,2024-01-23 13:19:00,App iOS,Standard,Elogio,42,29.925520682846432,5.0
1516,2024-01-26 03:28:00,WhatsApp,Free,Suporte Técnico,227,169.48739591838424,3.0
1517,2024-01-14 23:50:00,App iOS,Premium,Dúvida Produto,157,9.304430909806285,5.0
1518,2024-01-04 22:04:00,App Android,Standard,Dúvida Produto,86,34.494083730444785,5.0
1519,2024-01-03 00:34:00,App iOS,Standard,Reclamação,67,39.296045560626354,5.0
1520,2024-01-15 19:52:00,WhatsApp,Free,Suporte Técnico,286,191.93383317553386,3.0
1521,2024-01-10 23:57:00,Web,Free,Reclamação,60,60.179534647927376,5.0
1522,2024-01-29 20:35:00,WhatsApp,Free,Suporte Técnico,80,210.3676770410269,3.0
1523,2024-01-01 12:08:00,WhatsApp,Free,Reclamação,233,73.13189318570281,4.0
1524,2024-01-01 11:38:00,App Android,Free,Dúvida Produto,110,78.29431776248232,4.0
1525,2024-01-28 17:54:00,WhatsApp,Free,Elogio,26,100.98672659505513,4.0
1526,2024-01-10 16:03:00,Web,Premium,Reclamação,113,14.848610857791485,3.0
1527,2024-01-12 15:39:00,App iOS,Standard,Suporte Técnico,62,62.55738661676973,5.0
1528,2024-01-06 03:20:00,App iOS,Standard,Suporte Técnico,31,83.82751179391792,
1529,2024-01-17 23:46:00,Web,Standard,Dúvida Produto,64,34.00123407045474,5.0
1530,2024-01-26 15:39:00,WhatsApp,Premium,Suporte Técnico,41,34.97206885466531,5.0
1531,2024-01-04 00:40:00,WhatsApp,Premium,Financeiro,52,15.41374956275418,
1532,2024-01-25 11:50:00,Web,Standard,Elogio,109,33.12301129846185,5.0
1533,2024-01-12 21:01:00,WhatsApp,Free,Reclamação,33,97.66985635770115,4.0
1534,2024-01-23 10:27:00,WhatsApp,Standard,Elogio,167,30.243684521793195,5.0
1535,2024-01-04 19:26:00,WhatsApp,Standard,Dúvida Produto,75,38.59551670935178,5.0
1536,2024-01-06 18:55:00,WhatsApp,Premium,Reclamação,54,16.74804243904556,5.0
1537,2024-01-15 20:04:00,WhatsApp,Free,Reclamação,74,81.88777770304081,4.0
1538,2024-01-26 20:59:00,WhatsApp,Standard,Financeiro,42,27.33198559380657,4.0
1539,2024-01-17 08:56:00,Web,Standard,Dúvida Produto,41,26.65148189917996,5.0
1540,2024-01-22 23:47:00,App iOS,Free,Suporte Técnico,70,253.4454426252515,3.0
1541,2024-01-08 17:30:00,App Android,Premium,Financeiro,113,13.13175731999428,5.0
1542,2024-01-16 06:12:00,WhatsApp,Premium,Financeiro,128,13.72530273239158,5.0
1543,2024-01-29 01:39:00,WhatsApp,Standard,Elogio,66,36.348134328694876,
1544,2024-01-01 19:27:00,WhatsApp,Premium,Elogio,80,15.574895886202167,4.0
1545,2024-01-19 21:12:00,App iOS,Premium,Elogio,108,18.595597881363563,5.0
1546,2024-01-01 17:42:00,App iOS,Standard,Financeiro,241,34.788359240114055,4.0
1547,2024-01-13 21:00:00,WhatsApp,Free,Suporte Técnico,97,172.04976769184714,4.0
1548,2024-01-17 20:04:00,App Android,Free,Reclamação,58,88.16160495166737,3.0
1549,2024-01-15 23:05:00,WhatsApp,Free,Elogio,48,107.81908271943377,5.0
1550,2024-01-16 01:29:00,Web,Standard,Suporte Técnico,169,56.667359022734814,4.0
1551,2024-01-08 18:14:00,App iOS,Free,Dúvida Produto,16,97.55479476645617,3.0
1552,2024-01-16 22:05:00,App Android,Standard,Elogio,64,29.764581157807537,5.0
1553,2024-01-27 00:57:00,App iOS,Premium,Reclamação,47,9.735633773632838,5.0
1554,2024-01-07 11:48:00,App Android,Free,Dúvida Produto,155,92.1538674813408,5.0
1555,2024-01-17 11:14:00,WhatsApp,Premium,Dúvida Produto,208,12.487595951620401,4.0
1556,2024-01-27 11:02:00,App Android,Standard,Reclamação,79,22.994089307301444,4.0
1557,2024-01-07 04:44:00,WhatsApp,Free,Elogio,54,90.16453216480738,4.0
1558,2024-01-26 18:18:00,App Android,Free,Financeiro,84,55.24464709344588,5.0
1559,2024-01-17 22:34:00,Web,Standard,Reclamação,122,25.954258244490706,4.0
1560,2024-01-05 17:21:00,App Android,Free,Reclamação,134,135.92113654504766,4.0
1561,2024-01-27 02:54:00,Web,Free,Reclamação,84,101.70400308132497,5.0
1562,2024-01-05 16:11:00,App iOS,Premium,Dúvida Produto,210,12.355725281497941,5.0
1563,2024-01-17 09:45:00,Web,Standard,Suporte Técnico,61,96.06248910150595,5.0
1564,2024-01-13 00:57:00,App iOS,Standard,Financeiro,71,24.047738635337197,4.0
1565,2024-01-25 12:27:00,WhatsApp,Standard,Elogio,73,26.677829081187166,5.0
1566,2024-01-05 21:36:00,WhatsApp,Standard,Elogio,112,23.10689154042427,5.0
1567,2024-01-08 23:56:00,WhatsApp,Free,Suporte Técnico,162,236.52359453997093,3.0
1568,2024-01-02 01:42:00,WhatsApp,Free,Reclamação,35,114.63533319774831,5.0
1569,2024-01-16 01:17:00,App Android,Free,Financeiro,40,72.01788781392258,5.0
1570,2024-01-28 03:21:00,WhatsApp,Standard,Elogio,114,17.637341775545465,4.0
1571,2024-01-20 03:29:00,App Android,Free,Elogio,41,109.63740014134956,4.0
1572,2024-01-17 04:42:00,WhatsApp,Free,Reclamação,76,117.96840901957825,5.0
1573,2024-01-14 05:45:00,WhatsApp,Free,Suporte Técnico,73,135.22137901133704,4.0
1574,2024-01-13 10:44:00,App iOS,Premium,Financeiro,195,16.380163024339332,5.0
1575,2024-01-16 15:56:00,App iOS,Free,Suporte Técnico,254,235.19274084518798,2.0
1576,2024-01-19 17:22:00,Web,Premium,Suporte Técnico,65,31.59393521334184,4.0
1577,2024-01-20 15:35:00,Web,Standard,Financeiro,132,21.6338659999846,4.0
1578,2024-01-10 14:07:00,App iOS,Premium,Financeiro,73,17.975251036339667,5.0
1579,2024-01-30 09:48:00,WhatsApp,Free,Elogio,156,93.2232695662295,4.0
1580,2024-01-19 08:32:00,App Android,Free,Elogio,40,94.57967623368097,4.0
1581,2024-01-13 07:49:00,App Android,Premium,Financeiro,191,13.134691941500396,5.0
1582,2024-01-29 18:59:00,App iOS,Standard,Dúvida Produto,60,25.188544773300254,4.0
1583,2024-01-19 05:36:00,WhatsApp,Standard,Elogio,32,15.270158752356322,4.0
1584,2024-01-28 23:02:00,App iOS,Standard,Dúvida Produto,63,28.631831821290724,5.0
1585,2024-01-26 18:00:00,WhatsApp,Premium,Financeiro,77,19.316479138362666,5.0
1586,2024-01-01 22:04:00,WhatsApp,Standard,Elogio,41,24.65847347970808,5.0
1587,2024-01-18 20:51:00,WhatsApp,Free,Suporte Técnico,90,156.49133875799672,4.0
1588,2024-01-25 22:29:00,Web,Premium,Financeiro,143,16.306993699371006,5.0
1589,2024-01-17 12:43:00,App Android,Premium,Reclamação,51,16.860239995339008,
1590,2024-01-14 19:10:00,App iOS,Standard,Dúvida Produto,238,26.484564235912945,5.0
1591,2024-01-25 00:18:00,App iOS,Free,Financeiro,366,83.72223963540645,4.0
1592,2024-01-05 13:48:00,Web,Free,Financeiro,78,94.75025610993765,4.0
1593,2024-01-27 10:29:00,WhatsApp,Free,Elogio,138,87.20010956467212,5.0
1594,2024-01-19 14:30:00,WhatsApp,Standard,Elogio,120,36.00077601452389,4.0
1595,2024-01-18 13:29:00,App Android,Free,Elogio,84,133.87036636663595,4.0
1596,2024-01-20 13:38:00,WhatsApp,Premium,Reclamação,78,9.872509334428631,4.0
1597,2024-01-20 22:30:00,App Android,Free,Elogio,25,112.13559235004365,
1598,2024-01-11 18:05:00,Web,Free,Financeiro,84,91.89467461842001,5.0
1599,2024-01-15 08:12:00,Web,Free,Elogio,155,114.9876168993749,4.0
1600,2024-01-04 07:08:00,App iOS,Free,Suporte Técnico,61,257.5959530069556,3.0
1601,2024-01-15 17:53:00,Web,Free,Elogio,234,91.10081627884281,3.0
1602,2024-01-07 13:15:00,App Android,Premium,Reclamação,121,17.280068827323102,5.0
1603,2024-01-03 13:49:00,App Android,Free,Suporte Técnico,191,207.2629902966841,4.0
1604,2024-01-22 01:55:00,Web,Premium,Financeiro,79,12.677095733685436,4.0
1605,2024-01-10 02:36:00,WhatsApp,Free,Financeiro,104,104.59553608077029,4.0
1606,2024-01-18 16:30:00,Web,Premium,Dúvida Produto,135,12.467014653631487,5.0
1607,2024-01-30 09:44:00,App Android,Premium,Suporte Técnico,73,42.31779443731176,5.0
1608,2024-01-30 19:18:00,WhatsApp,Standard,Dúvida Produto,185,30.184485498524992,4.0
1609,2024-01-28 06:58:00,App iOS,Standard,Suporte Técnico,62,40.058375233161364,4.0
